Timestamp,From Address,Token,Token Amount,$USD Value,Network,Transaction Hash
1641396647000,0x62715b1312185c3b9e117791a1d195cacd341f39,ETH,0.005000,18.974541,ethereum,0x7c5359680da498d24a9e3d7ed9cf60182612c2d69fd9c9360764e9d654637229
1639631826000,0x75f6a1dd1d6ab72566d400273ff65d38bf7ffd9c,MATIC,3.000000,6.375159,polygon,0x07aaf2d3a0dada8b442cbd3b96f0b3e1e5eb7b1c45d88956c4d1d0009ef94ba6
1641396704000,0xb231efb6e6ffdf7aa5ea76280f0758f9b603ca9b,ETH,0.004000,15.179633,ethereum,0x03366540b0c43a05cf90223d47f33be1c89b1140f81a4bafb5a22f76a8fbcafc
1639640219000,0xeb357e659d54f2c016de3defb92ec4aaca67095c,MATIC,4.000000,8.500211,polygon,0x3199c734004079fff083a135577577557475fbb40b6b0cd94e1285c8838a6949
1651528156000,0x6e8e73631369cea39cdbda187b24dd2f2f8e90bb,ETH,0.018000,50.985236,ethereum,0xf4f20977ca9b5029ca63e4ea05060474c30f9a3cf9149a319e5a171576862548
1639644846000,0xfa07ddfe1dfb80ab9f083bc3f8c16e72bd3304b4,MATIC,5.000000,10.625264,polygon,0x10aa19ea4011d76e7877b9d742cbd555727918220a74ddd5ebbba887a94c3451
1654849325000,0xd17dfd602e470208ad59012faeef56fc5bb9d1a7,ETH,0.003000,5.365255,ethereum,0xa0e1a8eacb8529bc984b9e8366372d280b4fb72b72d161fac04dd64c1cf1c63f
1639666932000,0xd7963649b09344048ef98ce5ffc45f89ef17382b,MATIC,5.000000,10.625264,polygon,0x4cf61e25be54f8005ec03d74b0c75f08a66563c9693c783e63085b22b714bbde
1639678780000,0xfbeef80cc4705ac318d57de030b2a33eff644df5,MATIC,5.000000,10.625264,polygon,0x2aa6ca07b26e693df570bb0db32af8f434d1472f78b8396f4c46be0fb6e257a6
1639692582000,0x6fa1088c3cc8daf0470cd85dc99d831ca582c11c,MATIC,1.000000,2.125053,polygon,0x63c31058271dbcc363611c505b6c045c1fd14f315185388f9f6201f38db54c62
1639699812000,0xee9fbf2f238f5bd220d9fa2dc7dd6d5122cab62b,MATIC,2.000000,4.158745,polygon,0x93db46c6bc68a8e7d92ba2bb796b4c6b944802849eb1cc9372d71f5178d21a8e
1639712178000,0x6f3d017807dc800bbcae62997f74203f00341a4c,MATIC,8.000000,16.634979,polygon,0x528cf828460840a9b3d38a65665cce8459b56bbb29e71be2669cfe975bcd5f78
1639713082000,0xd1e88ddcff4b8e11d24595c2d6c880038878443e,MATIC,1.000000,2.079372,polygon,0x2e61842a619105b033a3e3532d7a118759da9e4d91c26eec15a39e1cdc45d8f4
1639720375000,0x0818964d7eaa2dce730ce6bea276e91171833c8c,MATIC,0.300000,0.623812,polygon,0x960dc9748697836ddf3c94c8112dd3a12ecbe81ccfa012997318f36f9c05d826
1639720409000,0xb1101c790731f62bd06cc5e91551fa523a20330d,MATIC,0.100000,0.207937,polygon,0x23cc29547e9031f30777106bea70024983d70639338faa82e6ff90423cbea687
1639720443000,0x3717d4cc1d3226395a82a8680c3e0078dc43146d,MATIC,0.100000,0.207937,polygon,0xd7303155922972ab36a7d524a33465a60228dc6f71ed8bb88ccc4c28b9d531b8
1639720481000,0x89416b7fd83cddfaa6eee814a8967f76d4511294,MATIC,0.100000,0.207937,polygon,0xfe1a81b733b46feb31a0ec8ee45dc3be5260b4a837cabb6a8bb2fbd6ebbc8a8e
1639720509000,0xceff98a045a3732f3e26247a29ba5e7d52fe84b2,MATIC,0.100000,0.207937,polygon,0xd32f31342c5ac4da882374245c86caeb0c77fd3b0ae33c97ab710b885b937fb1
1639720637000,0xa0eba15eda152fcdc38fb32e3c50f73e3a2ea965,MATIC,0.100000,0.207937,polygon,0xa45d79231b204a20aca79bc15934a68837c4bd908288cb7cdb08ad9c867e5dcf
1639729326000,0xf6e3f8b402d202cb3fbfbed7b5f83705025fde3f,MATIC,1.000000,2.079372,polygon,0x6c9ef69c90be0b8da72bfbf0edbfea85b92e206758f2751cc23e161ca0e7a100
1639854399000,0xfe53800327e02d226ad351a5c1863bd182ab45d8,MATIC,0.500000,1.066005,polygon,0xd8505de86e711e1450b7d7bc2fd2d05a87d02483d8ef2df3ef3d5b8ff2d50b13
1639938786000,0x177e6d1beaee7a3331d8dacbd829fdda1a4e8356,MATIC,1.000000,2.231706,polygon,0xd07a3c80f8c4e1e0d4ac1e553fc294352a496580475d719449e6271ad164b2ba
1640031868000,0x5434f7b434248d3806e836d1d28ebedc2f3117b0,MATIC,2.000000,4.460092,polygon,0x7592a141d15772076e782801b141d99bfb417561162b1b0002431607512e7659
1640093306000,0x892bdc1c84617a0a6ff3ca175c9670fd80f10112,MATIC,1.200000,2.573855,polygon,0xfc9625e2426f0a899c45fe8660f3978bc42c9f516960ed329ae6ff6f107131eb
1640108887000,0x892bdc1c84617a0a6ff3ca175c9670fd80f10112,MATIC,3.000000,6.434638,polygon,0x98af8ca7a739ce7eaed9ebc4e15e098a73df65e266853cc0d2a35a9f8173fe98
1640109942000,0x9c4a465e6a5b7f4c717309a46f148621405993c8,MATIC,4.000000,8.579517,polygon,0x214ef85593f69c3e6871ea63aa8157901e2dd0e856ec10ddd047fba65c305a79
1640163465000,0x9da3a7d8da3ca9d8fe14b8f5bcdbe124d1b02742,MATIC,0.250000,0.592663,polygon,0x184e2f3c29ad162861496108b9f989c479eced452df8ea20644184b1d4b16116
1651270732000,0xc7705d462b266bc528ee7010856cc0f45019e396,MATIC,0.200000,0.247643,polygon,0xb43480ac0dc5cb243c5e455be36e8ea1e4dee164a29a6d04e69007d0064ba8b7
1654855347000,0xe5300e63248a43b729f83c20c1d4abb60d9006f6,MATIC,1.000000,0.632801,polygon,0x0b88ee85f754859fdf448380e6bac725e7786fff6ba0281895611fd0252cbc93
1655386957000,0xb9be7e69681a2828fe04cfd6995ff1df6ca28f4d,MATIC,0.100000,0.043569,polygon,0xf51409748c0cc9e6059c44f29853b7d0f3a67b0c00246bc276ac92575a81cb70
1670359658031,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x879950aec908198854e8242a4989a97a5c3607f82a7997c1272aed6b1a4450bd
1670359633633,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0xf5e63087d878e999d77c0d7e7c3248bf62c8918f7ad2a4fa3e064b1ccc95183c
1670359450833,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0xe7b19efa2880f2f268f8a94be3d5c0056365bb837081b62e01eabc23fc840bc2
1670358818431,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0xe445fbcd519b6bc780d4559cb702cfc925595873826e955f651b60a7692a2973
1670358798031,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x0abdaa24f242ef85c6fc629e59a4c373bcf0d6052e755d0ce7675b87cad0b688
1670358782437,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x76141051e70bd740132a2c8acac5d768c9921030a2efd6b938e803e88fee013c
1670357702035,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.500000,0.500000,zksync,0x28fa7a7baa332eed21c261ac630a744e828e79e0a2016bfbfeb02be8db97eafe
1670357682050,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0xac8a53f06b73f9e6f695dd17f6eb540c39682680a92c3665d2d2b3e3931e86fb
1670357596833,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x8bf5b1121d795f41a2cc744af0853b8c84586d58bd28c71e2ecede120855d1b4
1670357582037,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x0640d51d32e82b0b90d55782a30e0864837bf343a490c57cbcbd804972c787d1
1670357566032,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x367ceee4150aabc074b109b64766a7f299f92211e9831a6ef637bc2558111c58
1670357549233,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x4f016b210b0a81132cb51bf7751a1b2d5f1f699307e7f5f402793ce760418baa
1670357532835,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x54a8146558c2d23d0fe81b6b233bc9f03da76e469d3f3187a0676bddcc5d776d
1670357516031,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x6127a8970dd33e53f195c01ced1c33d8d79df263ac6958540dcbd2daae629fa7
1670357499635,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x1075d027c927e838737257f70c69c72c56312977052ca026b2d7daac3618c35b
1670357485235,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x5ece876b624d956f22a69c706a2db7ec757da4731bcc59209f79fcf8a022d61a
1670357468432,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x66fa49c60158b28546da975dda1d88da0af4f5577f01f9a7b3d72ba104d0e45b
1670357453234,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x2a980374eb009dea45e8420dea223b55333f3ebabacd6b1148bb3197dacf2962
1670357435633,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDT,0.090000,0.090000,zksync,0xa23c2516921151f7cc9bc4ade4aa8313a722fce070cdb63f10932341b1c63c7f
1670357371807,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x6a99639f1757d44f6272f5c99dcefe098b68533cde278f7ce74e7bb54e56bee3
1670357346438,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x31afe2b01c1129e85ce97124f20cb29daf4ffb58350d702f88c57a7c87aadf8c
1670357328484,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,WBTC,0.000010,0.169573,zksync,0x22bc2a8d210bc012403f7249a8ae10c8f647573641fcf59806bc0b75f30393f8
1670357297629,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x4643f7ccbc452201b2bdd63d8b63e8edbc37a08282682a1a41b87b8b2820c2a1
1670357279638,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x0284ad96f18e5ec0b52008f852c445807b91a4280add6b09ed89bf886fe016bc
1670357260065,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.100000,0.100000,zksync,0x6e2ab7d58c9f2d7e5d89eebe6344e53514bc2b40580e5aaee2ab4d174a084ab0
1670357241234,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.150000,0.150000,zksync,0x2d7d830177d59610e7fd6f60bba3666918893cada5f6735086021eaee763e307
1670357223234,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.150000,0.150000,zksync,0x3be1ce20fdae79be20b2da4b5b50a89cebf9792758dd528e9492e4e4d950fcd8
1670357206431,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.150000,0.150000,zksync,0xa005c55053e2f925efdf56c97634feeba323f4b1fd190f0501eb3a41a37f0334
1670357188431,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.150000,0.150000,zksync,0xeb079d6621b5f1d04ef1112a0391f53649da635bb2f6f364dd0e2852588883bf
1670357168434,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.150000,0.150000,zksync,0xa66d50f6aa4353f874fdb4bcef8592777c8ca441421e95eedd6e182f807683a0
1670357150036,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.150000,0.150000,zksync,0x90344d7efbe794f3b8a755621787aeb68d6f95a2568d6d36291f4bd0e2910263
1670357131629,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.150000,0.150000,zksync,0x0585137335a25ef963297368c2d606a848d7b515f5873b2133c632f08fd386e1
1670357114433,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.150000,0.150000,zksync,0x6b13883f0fbc7bbe5ca828e226bef4c752f7bbecdf64832a674b98f03d338e51
1670357098035,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.150000,0.150000,zksync,0x30f51d4839336dcc4c1c92e18152418b5cd2e08ff3a7b72c7d2e2ccea152d180
1670357080302,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.150000,0.150000,zksync,0x8c508a54fb8ab1193b5919931fa5f432d4a85f9d14f770d98e4b4b5aba651842
1670357017367,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.150000,0.150000,zksync,0x7ab4e534f868f9625fab456348bf6cb2a9b1b01f0d23c13d2ed08a4a0454d4f5
1670356962429,0xd99bd5cef9681b5cbf78b02827a69998704b5f80,USDC,0.150000,0.150000,zksync,0xb6f190c4023dc7883eb8808e05cc385011e99aa09fa4e02d638acd742a3641c6
1670149972590,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x0d7e59f587ea7868c3feb0cb9894af0399edea8791ea89f17d9d1b4af35ee172
1670149950028,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0xa6d89b7a5a3b62d65232a1f3e011beaf8f9bfaf7737dc7c76c752b794c69fdd7
1670149931269,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x736615771a1794640389625a776e5e7ae46b4aa4dcdb9dddac2da4cc12fef6ef
1670149910839,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x8e43c652225552157e78f737038939c3224025d191ad124bef3a2f9345c42218
1670149843234,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x503149a8c7ac144855ba376a7700abfb444787fd2df414bcab333ec6153ddde3
1670149823630,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x01638c8cd8bd08e127283c9d924d8077254d506071cf9dd4206e47c53bb582d6
1670149807230,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0xd539c88a22b70a508cec3afd3ad67806f7a628a0940c76b3fcde8446145ea25f
1670149789230,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x88b3999faa937af1366cc45d5e6e0daf0a8c84e0e9623c8b99ce3f71e82aea79
1670149769184,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x1a8487c70a313b62e66c1a8748657b788eb3accf91e33a4966f46a1a3470912c
1670149748557,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x4e7a0d3ee1e2f4c511b9b21a1a96d63b06741e0cc51cc31b5651be75580c696a
1670149726830,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x156108427cfb32ae26e3c6d04534816f0acab1ea6ca30c923c9f8b17a243a9b8
1670149708830,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x8d53930a1c0408bfffd52a53b1e53bc6bab68ed4f8c44dfcfb9169bab2631172
1670149690268,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0xe4f1d12e5f8fec8e250ac595a22a95043e7390f91b1781218493fd82bcdd08af
1670149671664,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x6afa44bd0a7d6e40992e6cab352d20a2a10fb66df38f933df56df0dc029b4a71
1670149649229,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0xc1f96d4fc657dfeb3e3661f5c2a240239b7e9ffd7d2bef88cf2005f42c09d0ad
1670149628028,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0xfc56352279e335738ba5abd9c1cc80a50659ed9a52227b5b26587cec18c6ce37
1670149608470,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0xca3543dcf1867d7b47a6081bfd84d1692b7cbe448545cc685c6053f00b0de691
1670149589236,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x1c0b7650d44195bf1055dbc1bf6adba3255cc2ffdab3ed1946bf4c6b3fe15d2d
1670149508429,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0xf002e1d4e82c1df630ea49dc14a8314f804e8fa815a3a2574a0339d46af23422
1670149450834,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x036f40c99b0e7cf2cd131fc7f2ed902620441f901e30e9faf6e9cb21ceb30d0e
1670149429646,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x8e53b0cdd0d3dd40f7b1468c82524dc9209c737d92ba779f7182791cbb90f41e
1670149410272,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x9f7c68bcbbcc2edad2617fe863251124543df739194edf0f2ad88deda97b3b8e
1670149376057,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x467b147a15de9438dbf03001650ac665e2acbd62d04984649b306b2601e3da0f
1670149340032,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x68c7ca302fc73a2db51327478110c4e726d517a648e8c3e1855038c642c41d97
1670149311629,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0x0873fddcfffdd95a4f17b2043a94add028186d4f1f750a416f5880a882448273
1670149284434,0xcdaa484a6a787cd20707cfa94d9841850cdf99ff,ETH,0.000100,0.124304,zksync,0xa142e32c6ad7663ce5837a8f2b114fe7c54185770fa8828aefb045c1c721ed55
1668932880332,0xe36d156bf71cfce771095c2a592dcd42bdca7346,USDC,1.000000,1.000000,zksync,0xe9aff5029b91bdc2a3da699ef04c644277e4475cd51b3c070c8e9bbd8493fb93
1666444295729,0xcea65b922e5bd4dd3c10f6a8b6341e2e91c40b93,USDC,1.000000,1.000000,zksync,0x632a4bb4f0f80e7035d1248bcd7d4dd7b3f138dc7c36b0f16b966b0a7df40d5f
1666436876525,0x23ab23ce77e3b35af219d79fd2cb9257ae7ed222,DAI,1.110000,1.110000,zksync,0xd78c42f94df23bb6259bcc90fd03cc3a722fe7e59ef0d71c948e869272a39d96
1666435474913,0x6ac77e6605de1236e75445e0e037e5121270871e,DAI,1.000000,1.000000,zksync,0xb5645aba96c14cf59437cd0e0f7127534a18a6a30f9e9e2456a938cfb5651b9f
1663613371909,0x2176c7704e4f54a13fccb2fefca446feaf3982f4,ETH,0.000800,1.068682,zksync,0xcfd8a82e89aae79fabdcb7d61a5f87b13b6442301c1a197d9f28a6adb00ef3bc
1663553240583,0x8ecee2d453fb11295d07b5232c41c585396b66d4,DAI,1.000000,1.000000,zksync,0xc4ff9e63a1a0a08feff4cbffe2010240619278ae33263f971355e4903445fab3
1663548778692,0x12cee84afed10bda1e6b0fd823578e25a4057cf4,DAI,1.010000,1.010000,zksync,0x7c4f7ad685592b3df938c6f7d387e0274014cd1ef4369693734795e80c83c74a
1662882303775,0x1c8d0076978500ece8aa02a5024ac2990cedc519,ETH,0.000590,1.049916,zksync,0xb8dc67ba55d280e25fe343fcfc7af741f7a96ed01a58bcbf036d37cdabd629ca
1662631956961,0x8bb62e76d53ba7f3ece64cc7943c9bad41a18b1c,DAI,5.000000,5.000000,zksync,0xd9ec2c1e781567bbd4ef3d8da2d4ccf7fee8fefd928a096e85324b84b8cc28ac
1658065749285,0x6e0fa957d2c3b94274e9ab0799ed1179b139d80d,ETH,0.010000,13.550456,zksync,0xa621306efa39f650c273b3eb3a699ee2869e7fd9f318ed6dc80186427f076542
1656028819256,0x63b23a047bf0bbbf49052663eda7022e413f1ef8,ETH,0.000913,1.044911,zksync,0x8136146032c1e9ea440a278ae9d908aec5e9da7080162c5d3cf93e5bf910defb
1656027300561,0x73b02c146ded285e97b2d2a16e0dc4f757865fd5,DAI,1.500000,1.500000,zksync,0xf128d036b4ef96e10d643d1720fbeb07118ed7074765231dacb2ac78ff6691bd
1656025389831,0xfce7e10d976765b29863feb87dce18a5f9658038,DAI,2.000000,2.000000,zksync,0x5e63199d88ce8de8511d09c6e421cd6120f91728eb69aeb13a23bae96021d61b
1656021134573,0x943de9473361f70462a9b8f307fa94ef3db55258,ETH,0.000915,0.961733,zksync,0x589a4a076ae925da4edbe9d83627b715a84b86eb241c7bef8b37335bfe3767b8
1656020008332,0x608fe5dd6ee360ede7d4e5d9d0859e0327af82fe,DAI,2.000000,2.000000,zksync,0xe07fa284b8004d7e4f826b9d79235caa89f33d29f77aacad71b0e8ef8c35aed6
1656016971464,0x7e2d0d1c12cb1be7440386fd49d3cea6c744fdd6,USDT,1.000000,1.000000,zksync,0x70c8dbb010e81104033256ed065c9c680c86267d2ad1a9b781dc28a11a8e075c
1656006178805,0x033f35a020fbdaa7108bd8e509fd50a88a9915de,ETH,0.000915,0.961733,zksync,0x5000e8d56d2ae569e3c82be2a8a7ba9540326efcad0eba9c69da30bf63666ada
1656000160010,0x5686633573ceaca844621daf102a0c5dd1b10215,ETH,0.000930,0.977499,zksync,0xac5ee232ea566e2f3c242b87ce8b0ec786b7956e3281c4ebd5f1ad6487844005
1655997099379,0xaeb5d01b01079b4e3ee903406333f7d4f62d5756,DAI,0.030000,0.030000,zksync,0x0da9e5972ee4ad40a99209e5c2c149d942cb55f259b5b9878bcdb526703d28f4
1655986229139,0x98d2ac5e05f0fad626c962f70befff0e5e915feb,ETH,0.001000,1.051074,zksync,0x092e26eb9c58975274f4ef9fa85b824cb2df607bdce918f93c95af9feb698a9f
1655958962088,0x28b4319c6b22f1aba6f18f9ff73a2906a6547e6d,ETH,0.000940,0.988010,zksync,0x01e39eecbf4aff116623ee943ab9eb1767777e7fa985a0ecaeaf22da1b43f790
1655952424344,0x0485ea1ad5f3d13a8ddf12154011ff2401812051,DAI,1.000000,1.000000,zksync,0x7455e600a00e53f79e85c77de91f80c2e00410072b821e56a8d25cb89f51900a
1655948693139,0xb78a5bdb4a545b5b81a2fe4dc76612c0cab51b95,DAI,1.000000,1.000000,zksync,0x31453531af48812e41487bb8b4658b02950ae4baf3cfc9652a943fcbbd50f84f
1655929691059,0xbb1daf7511d4b48bc9717e9d1ab32d5a1d6f396a,ETH,0.000916,1.030098,zksync,0xeec8b5aaf526c45901b8c8d3cb6145aa20aa04a559f17a9ea168c787c2653e1a
1655928021445,0x8bc201b671a25f947f489b6daff718b8fcbd87db,ETH,0.000916,1.030098,zksync,0xe1960653ff039eead405dbc75492a54f46d44e28123180801699e60767b8041e
1655924744663,0xff82e1362a5dd12b82da72ff2568db9d727f4ac1,ETH,0.000916,1.030098,zksync,0xb939362067f4721890126ebcf36698ca7bb1db5b4b69b7499ecaddf1d0ed8327
1655910116142,0x6fb6249f9d1416670e1c75a379e0b4d2587cf63f,ETH,0.001000,1.124561,zksync,0xaa85e08f65e883d7e7f0ea3badf2f592fe23defe6401dc011d69a1bf2fd544d9
1655897958303,0x702ec5ecd1a300ddc02c72dd2d378ea3504bcdd9,ETH,0.001100,1.237018,zksync,0xe51c326be6189db76e8a72b3151b6be28b770e7a1ed6058c1e5ea9c854b6f0df
1655895629589,0x85fa48d1297c53c70f833ff105e100ac36405bc8,ETH,0.000918,1.032347,zksync,0x5ec9f855d71ede7d70f296afb3f4953887a2560b0763c45e3a83f8320dc514d6
1655893530410,0xf1fd3ac9ba02ebb647428df005531c53c6e28124,ETH,0.000915,1.028974,zksync,0x48bde9888fc2d0152d0f719ee826ddbb1c1755d658093469ed476156a9704e17
1655889363598,0xd7828713347cbcb7a6bb36cd05c79e27bb0ceb1c,DAI,1.000000,1.000000,zksync,0xdafaddacfd7d750791525d299c755d67cad29832dfb552be87eb20b8fb25625e
1655790505701,0x104e4a76960b4bf24492a47239efc891a23b2374,ETH,0.000900,1.018849,zksync,0xaa2fcad213638ad5fe890d57a2146534e3239d2f572202ec6a78506cb4a6aee9
1655699258123,0xeba06532a72bec44a1d33130aaa7c45c31e502f6,ETH,0.001000,1.125754,zksync,0xc7e68a5194a32408dcca561c00c10895075d46a7d6bec2a83f26a60ce1930c10
1655673850743,0xb9d39b4a98a8558f18ead5df50399de02488e07e,ETH,0.000900,0.895727,zksync,0x20bdd897d03ecdc75fb31f4dea21ec7964188120fd2bd6c94d4bc899d3afba70
